parent_image_id,parent_filename,child_cropped_id,child_filename,display_title,corpus_layer,source_type,Author,motif_specific,motif_group,object_type,place_of_origin,iconclass_code,year,Link
BAK_DRESS_010,B_Phaedra  Six Suppliantes Projet de costume pour Fedra Collection Centre Pompidou.png,BAK_DRESS_010_CROP_02,BAK_DRESS_010_double_axe_02.jpg,"Double-axe motif — Costume design for Phèdre, Centre Pompidou",reception,Centre Pompidou,Léon Bakst,double_axe,symbolic,costume_design,France\Russia,47D8(AXE),1923,https://www.centrepompidou.fr/fr/ressources/oeuvre/cRRLqxk
FLO_TXT_001,"Design for woven fabric with Minoan double-headed axe motif, 1924-1940 paper, 37,5 × 40,5 cm. Archive of patterns by Florentini Kaloutsis, Lyceum Club of Greek Women of Chania..jpg",FLO_TXT_001_CROP_01,FLO_TXT_001_double_axe_01.jpg,"Double-axe motif — Design for woven fabric with a Minoan double-axe motif, 1924–1940",reception,Florentini Kaloutsis / Lyceum Club of Greek Women of Chania,Florentini Kaloutsi,double_axe,symbolic,textile,"Chania, Crete",47D8(AXE),1932,https://www.calameo.com/read/005741914ce2f186eda13
ARC_VAS_016,"heraklionmuseum Palace Style pithoid jar , Late Minoan IB period",ARC_VAS_016_CROP_02,ARC_VAS_016_double_axe_02.jpg,"Double-axe motif — Palace Style pithoid jar, Late Minoan IB",archaeological,Heraklion Archaeological Museum,unknown,double_axe,symbolic,jar,Knossos,47D8(AXE),-1490,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/289
BOOK_043,"Fig. 6а Frammento di vaso da Micene (Springer, Ricci 1904 tav. IV, 1). Caloi 6a.png",BOOK_043_CROP_01,BOOK_043_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Fragment of a Mycenaean vessel (Springer and Ricci 1904, pl. IV.1)",publication,"Springer / Ricci / I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",,heart_shaped_leaf,vegetal,book_illustration,Mycenae,25G4,1904,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
BOOK_002,"Place of minos at knossos vol.1 by Evans, Arthur-300",BOOK_002_CROP_01,BOOK_002_palm_tree_01.jpg,"Palm tree motif — The Palace of Minos at Knossos, vol. 1, p. 300",publication,"Arthur Evans, Place of Minos at Knossos vol.1",,palm_tree,vegetal,book_illustration,Knossos,25G3(PALM-TREE),1921,https://archive.org/details/in.gov.ignca.6667/page/253/mode/2up
BOOK_005,"Place of minos at knossos vol.1 by Evans, Arthur-604",BOOK_005_CROP_01,BOOK_005_ivy_01.jpg,"Paired ivy sprigs motif — The Palace of Minos at Knossos, vol. 1, p. 604",publication,"Arthur Evans, Place of Minos at Knossos vol.1",,double_ivy_sprigs,vegetal,book_illustration,Knossos,25G4(IVY),1921,https://archive.org/details/in.gov.ignca.6667/page/537/mode/2up
BOOK_018,The prehistoric tombs of Knossos-186,BOOK_018_CROP_01,BOOK_018_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — The Prehistoric Tombs of Knossos, p. 186",publication,"The prehistoric tombs of Knossos, A. Evans",,heart_shaped_leaf,vegetal,book_illustration,Knossos,25G4,1906,https://archive.org/details/prehistorictombs00evan/page/156/mode/1up
BOOK_021,The prehistoric tombs of Knossos-192,BOOK_021_CROP_01,BOOK_021_papyrus_like_leaf_01.jpg,"Papyrus flower motif — The Prehistoric Tombs of Knossos, p. 192",publication,"The prehistoric tombs of Knossos, A. Evans",,papyrus_flower,vegetal,book_illustration,Knossos,25G41,1906,https://archive.org/details/prehistorictombs00evan/page/158/mode/1up
BOOK_008,"Place of minos at knossos vol.1 by Evans, Arthur-678",BOOK_008_CROP_01,BOOK_008_bean_leaves_01.jpg,"Bean-leaf motif — The Palace of Minos at Knossos, vol. 1, p. 678",publication,"Arthur Evans, Place of Minos at Knossos vol.1",,bean_leaves,vegetal,book_illustration,Knossos,25G4,1921,https://archive.org/details/in.gov.ignca.6667/page/605/mode/2up
BOOK_027,"Archaeology Of Crete Introduction by Pendlebury, J.d.s-233.tiff",BOOK_027_CROP_03,BOOK_027_heart_shaped_leaf_03.jpg,"Heart-shaped leaf motif — J. D. S. Pendlebury, Archaeology of Crete: An Introduction, p. 233",publication,"Archaeology Of Crete. Introduction, J.d.s. Pendlebury ",,heart_shaped_leaf,vegetal,book_illustration,Crete,25G4,1939,https://archive.org/details/in.ernet.dli.2015.529784/page/n233/mode/1up
BOOK_028,"Archaeology Of Crete Introduction by Pendlebury, J.d.s-237.tiff",BOOK_028_CROP_04,BOOK_028_heart_shaped_leaf_04.jpg,"Heart-shaped leaf motif — J. D. S. Pendlebury, Archaeology of Crete: An Introduction, p. 237",publication,"Archaeology Of Crete. Introduction, J.d.s. Pendlebury ",,heart_shaped_leaf,vegetal,book_illustration,Crete,25G4,1939,https://archive.org/details/in.ernet.dli.2015.529784/page/n237/mode/1up
BOOK_028,"Archaeology Of Crete Introduction by Pendlebury, J.d.s-237.tiff",BOOK_028_CROP_05,BOOK_028_palm_like_tree_05.jpg,"Palm tree motif — J. D. S. Pendlebury, Archaeology of Crete: An Introduction, p. 237",publication,"Archaeology Of Crete. Introduction, J.d.s. Pendlebury ",,palm_tree,vegetal,book_illustration,Crete,25G3(PALM-TREE),1939,https://archive.org/details/in.ernet.dli.2015.529784/page/n237/mode/1up
BOOK_029,"Archaeology Of Crete Introduction by Pendlebury, J.d.s-240.tiff",BOOK_029_CROP_03,BOOK_029_heart_shaped_leaf_03.jpg,"Heart-shaped leaf motif — J. D. S. Pendlebury, Archaeology of Crete: An Introduction, p. 240",publication,"Archaeology Of Crete. Introduction, J.d.s. Pendlebury ",,heart_shaped_leaf,vegetal,book_illustration,Crete,25G4,1939,https://archive.org/details/in.ernet.dli.2015.529784/page/n240/mode/1up
BOOK_037,Luigi Pernier_scavi della missione italiana a phaestos 1900-1901,BOOK_037_CROP_01,BOOK_037_heart_shaped_palm_01.jpg,"Heart-shaped palm motif — Luigi Pernier, Scavi della missione italiana a Phaestos, 1900–1901",publication,"Scavi della missione italiana a Phaestos: 1900-1901, L.Pernier",,heart_shaped_palm,vegetal,book_illustration,Phaistos,25G3(PALM-TREE),1902,"https://digi.ub.uni-heidelberg.de/diglit/monant1902/0067/image,info,text_ocr"
BOOK_038,Tra_l_antico_e_il_moderno_dalle_produzio-15_Figura 2. Frammento dell'«Affresco del Gatto» di Haghia Triada (Halbherr 1903 tav. IX).jpg,BOOK_038_CROP_01,BOOK_038_ivy_01.jpg,"Climbing ivy motif — Fragment of the Cat Fresco, Haghia Triada (Halbherr 1903, pl. IX)",publication,"Halbherr, F. / I.Caloi, ‘Tra l’antico e il moderno: dalle produzioni artistiche di Haghia Triada agli «scialli Knossos» di Mariano Fortuny y Madrazo’",,climbing_ivy,vegetal,book_illustration,,25G4(IVY),1903,https://www.academia.edu/2441552/Tra_l_antico_e_il_moderno_dalle_produzioni_artistiche_di_Haghia_Triada_agli_scialli_Knossos_di_Mariano_Fortuny_y_Madrazo_in_MUSINT_Le_collezioni_archeologiche_egee_e_cipriote_in_Toscana_Ricerche_ed_esperienze_di_museologia_interattiva_Periploi_4_Firenze_2011_pp_187_202
BOOK_042,Fig. 123. -Mycenaean Vase of comparatively Early Style from Phylakopi2 (1  3) edgar p 166.png,BOOK_042_CROP_01,BOOK_042_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Mycenaean vase from Phylakopi (Edgar 1904, fig. 123)",publication,"Edgar C. in Excavations at Phylakopi in Melos, conducted by the British School at Athens, described by T.D. Atkinson",,heart_shaped_leaf,vegetal,book_illustration,Phylakopi,25G4,1904,https://archive.org/details/excavationsatphy00brituoft/page/146/mode/1up
BAK_DRESS_021,Costume for a nymph NGA 1973.270.118.png,BAK_DRESS_021_CROP_01,BAK_DRESS_021_ivy_01.jpg,Paired ivy sprigs motif — Costume for a Nymph by Léon Bakst,reception,National Gallery of Australia,Léon Bakst,double_ivy_sprigs,vegetal,costume,France\Russia,25G4(IVY),1911,https://digital.nga.gov.au/archive/exhibition/balletsrusses/default.cfm%3Firn=107452&bioartistirn=19455&mnuid=3&galid=14&viewid=2.html
BAK_DRESS_023,Daphnis et Chloe bakst victoria and albert.jpg,BAK_DRESS_023_CROP_01,BAK_DRESS_023_ivy_01.jpg,Paired ivy sprigs motif — Theatre costume for Daphnis and Chloe by Léon Bakst,reception,The Victoria and Albert Museum ,Léon Bakst,double_ivy_sprigs,vegetal,costume,France\Russia,25G4(IVY),1912,https://collections.vam.ac.uk/item/O1114654/theatre-costume/
BAK_DRESS_032,Theatre costume ca. 1912 (made) Daphnis and Chloe браун.jpg,BAK_DRESS_032_CROP_01,BAK_DRESS_032_papyrus_like_leaf_01.jpg,"Papyrus flower motif — Theatre costume for Daphnis and Chloe, ca. 1912",reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume,France\Russia,25G41,1912,https://collections.vam.ac.uk/item/O1115606/theatre-costume-bakst-leon/
BAK_DRESS_001,"L. Bakst, a sketch of a Boeotian costume for the ballet Narcissus",BAK_DRESS_001_CROP_02,BAK_DRESS_001_myrtle_like_foliage_02.jpg,Myrtle-like foliage motif — Boeotian costume design for Narcisse by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,myrtle_like_foliage,vegetal,costume_design,France\Russia,25G4,1911,https://commons.wikimedia.org/wiki/File:Bakst_Narcisse_Bacchante.jpg
BAK_DRESS_002,"L. Bakst, sketch of a nymph costume (1922)",BAK_DRESS_002_CROP_01,BAK_DRESS_002_myrtle_01.jpg,"Myrtle-like foliage motif — Nymph costume design by Léon Bakst, 1922",reception,Wikimedia Commons,Léon Bakst,myrtle_like_foliage,vegetal,costume_design,France\Russia,25G4,1922,"https://commons.wikimedia.org/wiki/File:Narcisse,_The_Nymph_Echo.jpg"
BAK_DRESS_003,B_Daphnis and Chloe by L. Bakst 09.jpg,BAK_DRESS_003_CROP_01,BAK_DRESS_003_papyrus_like_leaf_01.jpg,Papyrus flower motif — Costume design for Daphnis and Chloe by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1912,https://commons.wikimedia.org/wiki/File:Daphnis_and_Chloe_by_L._Bakst_09.jpg
BAK_DRESS_004,B_Helene de Sparte ballet by L. Bakst.jpg,BAK_DRESS_004_CROP_01,BAK_DRESS_004_heart_shaped_with_three_crocus_buds_01.jpg,Heart-shaped form with three crocus buds motif — Costume design for Hélène de Sparte by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,heart_shaped_with_three_crocus_buds,vegetal,costume_design,France\Russia,25G41(CROCUS),1912,https://commons.wikimedia.org/wiki/File:Helene_de_Sparte_ballet_by_L._Bakst_03b.jpg
BAK_DRESS_005,B_Helene de Sparte ballet by L. Bakst7.jpg,BAK_DRESS_005_CROP_01,BAK_DRESS_005_heart_shaped_with_three_crocus_buds_01.jpg,Heart-shaped form with three crocus buds motif — Costume design for Hélène de Sparte by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,heart_shaped_with_three_crocus_buds,vegetal,costume_design,France\Russia,25G41(CROCUS),1912,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:Helene_de_Sparte_ballet_by_L._Bakst_03.jpg
BAK_DRESS_007,B_L'après-midi d'un faune by L.Bakst 03.jpg,BAK_DRESS_007_CROP_01,BAK_DRESS_007_ivy_01.jpg,Paired ivy sprigs motif — Costume design for L’Après-midi d’un faune by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,double_ivy_sprigs,vegetal,costume_design,France\Russia,25G4(IVY),1912,https://commons.wikimedia.org/wiki/File:L%27apr%C3%A8s-midi_d%27un_faune_by_L.Bakst_03.jpg
BAK_DRESS_008,bakst_fedra_costume_design,BAK_DRESS_008_CROP_01,BAK_DRESS_008_ivy_01.jpg,Paired ivy sprigs motif — Costume design for Phèdre by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,double_ivy_sprigs,vegetal,costume_design,France\Russia,25G4(IVY),1923,"https://fr.wikiquote.org/wiki/Fichier:Ida_Rubinstein%27s_costume_for_Phaedra_by_L.Bakst_(1923,_priv.coll.).jpg"
BAK_DRESS_010,B_Phaedra  Six Suppliantes Projet de costume pour Fedra Collection Centre Pompidou.png,BAK_DRESS_010_CROP_01,BAK_DRESS_010_papyrus_like_leaf_01.jpg,"Papyrus flower motif — Costume design for Phèdre, Centre Pompidou",reception,Centre Pompidou,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1923,https://www.centrepompidou.fr/fr/ressources/oeuvre/cRRLqxk
BAK_DRESS_014,Bakst - The Butterfly.jpg,BAK_DRESS_014_CROP_01,BAK_DRESS_014_papyrus_like_leaf_01.jpg,"Papyrus flower motif — The Butterfly, costume design by Léon Bakst",reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1913,https://commons.wikimedia.org/wiki/File:L%C3%A9on_Nikolaievitch_Bakst_-_The_Butterfly_(Costume_Design_for_Anna_Pavlova)_-_Google_Art_Project.jpg
BAK_DRESS_016,"Bakst, costumes faits pour le ballet Phèdre (1923), Photo Wikimedia Commons.jpg",BAK_DRESS_016_CROP_01,BAK_DRESS_016_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Costume design for Phèdre by Léon Bakst, 1923",reception,Wikimedia Commons,Léon Bakst,heart_shaped_leaf,vegetal,costume_design,France\Russia,25G4,1923,https://commons.wikimedia.org/wiki/File:Daphnis_and_Chloe_by_L._Bakst_09.jpg
BAK_DRESS_017,Bakst1923phedra.jpg,BAK_DRESS_017_CROP_01,BAK_DRESS_017_ivy_01.jpg,"Paired ivy sprigs motif — Costume design for Phèdre by Léon Bakst, 1923",reception,Wikimedia Commons,Léon Bakst,double_ivy_sprigs,vegetal,costume_design,France\Russia,25G4(IVY),1923,https://commons.wikimedia.org/wiki/File:Bakst1923phedratheseus.jpg
BAK_DRESS_018,Bakst1923theseus..jpg,BAK_DRESS_018_CROP_01,BAK_DRESS_018_heart_shaped_with_three_crocus_buds_01.jpg,"Heart-shaped form with three crocus buds motif — Costume design for Theseus by Léon Bakst, 1923",reception,Wikimedia Commons,Léon Bakst,heart_shaped_with_three_crocus_buds,vegetal,costume_design,France\Russia,25G41(CROCUS),1923,https://commons.wikimedia.org/wiki/File:Bakst1923phedratheseus.jpg
BAK_DRESS_022,Daphnis and Chloe by L. Bakst 07.jpg,BAK_DRESS_022_CROP_01,BAK_DRESS_022_ivy_01.jpg,Paired ivy sprigs motif — Costume design for Daphnis and Chloe by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,double_ivy_sprigs,vegetal,costume_design,France\Russia,25G4(IVY),1912,https://commons.wikimedia.org/wiki/File:Daphnis_and_Chloe_by_L._Bakst_07.jpg
BAK_DRESS_024,Design for a costume in D'Annunzio's Phaedre.jpg,BAK_DRESS_024_CROP_01,BAK_DRESS_024_ivy_01.jpg,Paired ivy sprigs motif — Costume design for D’Annunzio’s Phèdre by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,double_ivy_sprigs,vegetal,costume_design,France\Russia,25G4(IVY),1923,https://collections.vam.ac.uk/item/O186919/design-for-a-costume-in-drawing-l%C3%A9on-bakst/
BAK_DRESS_036,Pollux the King (Costume Design for Hélène de Sparte) Boston museum of fine arts Date  1912 Helene de Sparte ballet by L. Bakst,BAK_DRESS_036_CROP_01,BAK_DRESS_036_spiral_01,"Spiral motif — Pollux the King, costume design for Hélène de Sparte by Léon Bakst",reception,Wikimedia Commons,Léon Bakst,spiral,geometric,costume_design,,48A98133,1912,https://commons.wikimedia.org/wiki/File:Helene_de_Sparte_ballet_by_L._Bakst_04.jpeg
BAK_DRESS_025,"Figure 5.25 L. Bakst, costume for female character in Phèdre (Appendix no. 30) (see Spencer 2009, p. 171).jpg",BAK_DRESS_025_CROP_01,BAK_DRESS_025_papyrus_like_leaf_01.jpg,Papyrus flower motif — Costume design for a female character in Phèdre by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1923,https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D0%B9%D0%BB:Phaedra_(Bakst)_09.jpg
BAK_DRESS_026,"Figure 5.26 L. Bakst, Phèdre (1923), costume design for male character (Appendix.jpg",BAK_DRESS_026_CROP_01,BAK_DRESS_026_heart_shaped_leaf_01.jpg,Heart-shaped leaf motif — Costume design for a male character in Phèdre by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,heart_shaped_leaf,vegetal,costume_design,France\Russia,25G4,1923,https://www.centrepompidou.fr/fr/ressources/oeuvre/caz9qK8
BAK_DRESS_029,"National Gallery of Australia, Canberra.jpg",BAK_DRESS_029_CROP_01,BAK_DRESS_029_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Costume design by Léon Bakst, National Gallery of Australia",reception,National Gallery of Australia,Léon Bakst,heart_shaped_leaf,vegetal,costume_design,France\Russia,25G4,1912,https://digital.nga.gov.au/archive/exhibition/balletsrusses/default.cfm%3firn=107455&bioartistirn=19455&mnuid=3&galid=15&viewid=2.html
BAK_DRESS_030,Nymph Costume Design for the ballet in one.jpg,BAK_DRESS_030_CROP_01,BAK_DRESS_030_myrtle_01.jpg,Myrtle-like foliage motif — Nymph costume design for Narcisse by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,myrtle_like_foliage,vegetal,costume_design,France\Russia,25G4,1911,https://www.wikiart.org/en/leon-bakst/costume-design-for-the-ballet-narcisse-nymph-1911-1
BAK_DRESS_031,"Shepherd in ‘Daphnis et Chloe’ (1912 - 1916) Léon Bakst (Russian, 1866-1924) — копия.jpg",BAK_DRESS_031_CROP_01,BAK_DRESS_031_papyrus_like_leaf_01.jpg,"Papyrus flower motif — Shepherd in Daphnis and Chloe by Léon Bakst, 1912–1916",reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1914,https://fr.wikipedia.org/wiki/Fichier:Daphnis_and_Chloe_by_L._Bakst_05.jpg
BAK_DRESS_035,Hélène de Sparte (cf. Appendix no. 6). Costume design for Menelaus ( Figure 5.7A ).jpg,BAK_DRESS_035_CROP_01,BAK_DRESS_035_papyrus_like_leaf_01.jpg,Papyrus flower motif — Costume design for Menelaus in Hélène de Sparte by Léon Bakst,reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1912,https://commons.wikimedia.org/wiki/File:Helene_de_Sparte_ballet_by_L._Bakst_06.jpg?uselang=it
BAK_DRESS_034,Theatre costume ca. 1912 (made) Daphnis and Chloe.jpg,BAK_DRESS_034_CROP_02,BAK_DRESS_034_papyrus_like_leaf_02.jpg,"Papyrus flower motif — Theatre costume for Daphnis and Chloe, ca. 1912",reception,Wikimedia Commons,Léon Bakst,papyrus_flower,vegetal,costume_design,France\Russia,25G41,1912,https://collections.vam.ac.uk/item/O1115613/theatre-costume-bakst-leon/
FAS_DRESS_004,Lagerfeld_1994 spring–summer collection designed by the famous,FAS_DRESS_004_CROP_01,FAS_DRESS_004_papyrus_group_01.jpg,Papyrus group motif — Costume design from the Chloé Spring–Summer 1994 collection,reception,Chloé SS1994,Karl Lagerfeld / Chloé SS1994,papyrus_group,vegetal,costume_design,"Paris, France",25G41,1994,https://museen.de/karl-lagerfeld-modemethode-bonn.html
ARC_VAS_007,Alternating Style cup_heraklionmuseum,ARC_VAS_007_CROP_01,ARC_VAS_007_papyrus_01.jpg,Papyrus motif — Alternating Style cup,archaeological,Heraklion Archaeological Museum,unknown,papyrus_flower,floral,cup,Archanes,25G41,-1475,https://ca.heraklionmuseum.gr/ca/pawtucket/index.php/Detail/objects/196
FOR_DRESS_001,"caftan 1920-1929 Mariano Fortuny y Madrazo (Spanish, 1871–1949) 2003.15.jpg",FOR_DRESS_001_CROP_03,FOR_DRESS_001_ivy_03.jpg,"Climbing ivy motif — Caftan by Mariano Fortuny, 1920–1929",reception,Indianapolis Museum of Art Collection,Mariano Fortuny,climbing_ivy,vegetal,caftan,Venice,25G4(IVY),1925,https://collections.discovernewfields.org/art/artwork/63765
FOR_DRESS_006,Tunica 48 (Caloi).png,FOR_DRESS_006_CROP_01,FOR_DRESS_006_ivy_01.jpg,Climbing ivy motif — Tunic no. 48 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,climbing_ivy,vegetal,tunica,Venice,25G4(IVY),1920,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_DRESS_007,Tunica 49 (Caloi).png,FOR_DRESS_007_CROP_02,FOR_DRESS_007_ivy_02.jpg,Climbing ivy motif — Tunic no. 49 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,climbing_ivy,vegetal,tunica,Venice,25G4(IVY),1920,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_DRESS_008,Tunica 50 (Caloi).png,FOR_DRESS_008_CROP_01,FOR_DRESS_008_heart_shaped_leaf_01.jpg,Heart-shaped leaf motif — Tunic no. 50 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_leaf,vegetal,tunica,Venice,25G4,1920,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_DRESS_008,Tunica 50 (Caloi).png,FOR_DRESS_008_CROP_02,FOR_DRESS_008_bean_leafs_02.jpg,Bean-leaf motif — Tunic no. 50 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,bean_leaves,vegetal,tunica,Venice,25G4,1920,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_TXT_002,"Matrice di stampa in tela cerata, Manifattura Fortuny, 1910 ca, Venezia, Museo Fortuny, inv. 120d.",FOR_TXT_002_CROP_01,FOR_TXT_002_heart_shaped_leaf_01.jpg,"Heart-shaped leaf motif — Waxed-canvas printing matrix, Manifattura Fortuny, ca. 1910, inv. 120d",reception,Museum Fortuny,Mariano Fortuny,heart_shaped_leaf,vegetal,proof_print,Venice,25G4,1910,https://www.archiviodellacomunicazione.it/sicap/OpereArte/512030/?WEB=MuseiVE
FOR_TXT_010,"M_Prova di stampa da matrice lignea, Mariano Fortuny, 1906 ca, Venezia, xilografia su carta, 49,5x34 cm, Museo Fortuny, inv. n. 00709.",FOR_TXT_010_CROP_01,FOR_TXT_010_heart_shaped_palm_01.jpg,"Heart-shaped palm motif — Paper proof from a woodblock matrix by Mariano Fortuny, ca. 1906, inv. 00709",reception,Museum Fortuny,Mariano Fortuny,heart_shaped_palm,vegetal,proof_print,Venice,25G3(PALM-TREE),1906,https://artsandculture.google.com/asset/print-sample-mariano-fortuny/_wFNaQF6K2VZeQ?hl=en
FOR_SHAW_001,"Modello di scialle Knossos, 1910 ca.",FOR_SHAW_001_CROP_02,FOR_SHAW_001_bean_leafs_02.jpg,"Bean-leaf motif — Model for a Knossos shawl, ca. 1910",reception,Manifattura Fortuny,Mariano Fortuny,bean_leaves,vegetal,shawl,Venice,25G4,1910,https://artsandculture.google.com/asset/model-for-the-knossos-scarf-mariano-fortuny/zwFwMjRZzZv99A?hl=en&ms=%7B%22x%22%3A0.5520507683483069%2C%22y%22%3A0.5480857211003844%2C%22z%22%3A9.653285241929117%2C%22size%22%3A%7B%22width%22%3A1.362510077166617%2C%22height%22%3A0.8745303633067729%7D%7D
FOR_SHAW_002,"M_Fotografia di Ruth Saint Denis, 1907, Anonimo, archivio del Museo Fortuny.",FOR_SHAW_002_CROP_01,FOR_SHAW_002_heart_shaped_palm_01.jpg,"Heart-shaped palm motif — Photograph of Ruth St Denis wearing a Knossos shawl, 1907",reception,Archivio Museo Fortuny,Mariano Fortuny,heart_shaped_palm,vegetal,shawl,Venice,25G3(PALM-TREE),1907,https://artsandculture.google.com/asset/ruth-st-denis-0003/2gGkBf7AGd5a9Q?hl=it
FOR_SHAW_003,"Mariano Fortuny Modello di scialle Knossos, 1910 ca. Archivi Museo Fortuny(35 caloi scialle)",FOR_SHAW_003_CROP_02,FOR_SHAW_003_ivy_02.jpg,"Climbing ivy motif — Model for a Knossos shawl by Mariano Fortuny, ca. 1910",reception,Museum Fortuny,Mariano Fortuny,climbing_ivy,vegetal,shawl,Venice,25G4(IVY),1910,https://artsandculture.google.com/asset/model-for-the-knossos-scarf-mariano-fortuny/zwFwMjRZzZv99A?hl=en&ms=%7B%22x%22%3A0.5520507683483069%2C%22y%22%3A0.5480857211003844%2C%22z%22%3A9.653285241929117%2C%22size%22%3A%7B%22width%22%3A1.362510077166617%2C%22height%22%3A0.8745303633067729%7D%7D
FOR_SHAW_004,scialle 20 (Caloi).png,FOR_SHAW_004_CROP_03,FOR_SHAW_004_heart_shaped_leaf_03.jpg,Heart-shaped leaf motif — Shawl no. 20 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_leaf,vegetal,shawl,Venice,25G4,1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_SHAW_006,Scialle 28 (Caloi).png,FOR_SHAW_006_CROP_01,FOR_SHAW_006_heart_shaped_palm_01.jpg,Heart-shaped palm motif — Shawl no. 28 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_palm,vegetal,shawl,Venice,25G3(PALM-TREE),1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_SHAW_006,Scialle 28 (Caloi).png,FOR_SHAW_006_CROP_03,FOR_SHAW_006_heart_shaped_leaf_03.jpg,Heart-shaped leaf motif — Shawl no. 28 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_leaf,vegetal,shawl,Venice,25G4,1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
FOR_SHAW_007,scialle 33 (Caloi).png,FOR_SHAW_007_CROP_01,FOR_SHAW_007_heart_shaped_palm_01.jpg,Heart-shaped palm motif — Shawl no. 33 (Caloi),reception,"I.Caloi, Modernità MinoicaL'Arte Egea e l'Art Nouveau: il Caso di Mariano Fortuny y Madrazo",Mariano Fortuny,heart_shaped_palm,vegetal,shawl,Venice,25G3(PALM-TREE),1910,Copyright restricted. https://books.fupress.com/catalogue/modernit-minoicalarte-egea-e-lart-nouveau-il-caso-di-mariano-fortuny-y-madrazo/2161
